Magnitude,Redshift,MagnitudeLetter
21.1382,19.94532,z
25.0099,21.42644,u
24.75614,21.42644,g
23.22998,21.42644,r
21.96065,21.42644,i
21.38052,21.42644,z
23.43332,17.06864,u
20.71744,17.06864,g
19.28913,17.06864,r
17.87679,17.06864,i
17.06249,17.06864,z
20.49618,18.64606,u
19.91425,18.64606,g
19.49884,18.64606,r
19.02645,18.64606,i
18.93678,18.64606,z
23.35504,20.86721,u
25.62384,20.86721,g
23.7324,20.86721,r
25.12107,20.86721,i
20.99875,20.86721,z
24.03488,21.15016,u
22.17413,21.15016,g
21.39727,21.15016,r
21.09989,21.15016,i
21.38946,21.15016,z
24.78072,20.7561,u
24.25666,20.7561,g
22.62604,20.7561,r
21.57252,20.7561,i
20.87581,20.7561,z
24.16717,20.01655,u
23.74464,20.01655,g
22.28252,20.01655,r
20.77882,20.01655,i
20.02764,20.01655,z
23.27336,22.53786,u
25.31948,22.53786,g
23.31127,22.53786,r
22.55216,22.53786,i
22.38072,22.53786,z
24.78668,21.92951,u
23.71703,21.92951,g
22.52739,21.92951,r
22.75267,21.92951,i
23.07844,21.92951,z
21.64223,19.2428,u
20.49021,19.2428,g
20.07984,19.2428,r
19.65568,19.2428,i
19.59203,19.2428,z
24.63496,22.82692,u
25.11397,22.82692,g
24.80196,22.82692,r
20.17541,22.82692,i
22.82684,22.82692,z
23.81599,20.28438,u
23.82772,20.28438,g
22.30865,20.28438,r
21.01862,20.28438,i
20.46435,20.28438,z
23.45745,23.27806,u
23.1075,23.27806,g
22.52204,23.27806,r
22.41454,23.27806,i
22.90299,23.27806,z
24.18111,21.19854,u
23.80955,21.19854,g
22.7961,21.19854,r
21.99423,21.19854,i
21.27227,21.19854,z
24.63422,22.8269,u
21.83905,22.8269,g
20.85057,22.8269,r
20.76707,22.8269,i
22.82665,22.8269,z
22.67648,21.20954,u
21.50938,21.20954,g
21.29407,21.20954,r
21.10414,21.20954,i
21.23981,21.20954,z
23.98608,21.44897,u
24.1425,21.44897,g
22.5228,21.44897,r
21.9467,21.44897,i
21.38324,21.44897,z
21.25255,16.91437,u
18.87984,16.91437,g
17.69029,16.91437,r
17.17567,16.91437,i
16.90347,16.91437,z
26.06533,18.09545,u
22.67258,18.09545,g
21.12247,18.09545,r
19.11943,18.09545,i
18.09469,18.09545,z
24.96553,20.46464,u
23.95416,20.46464,g
22.43173,20.46464,r
21.45643,20.46464,i
20.65908,20.46464,z
24.06484,21.31072,u
23.60607,21.31072,g
22.106,21.31072,r
21.8184,21.31072,i
21.53006,21.31072,z
24.28478,20.85715,u
22.25185,20.85715,g
21.96741,20.85715,r
21.26896,20.85715,i
21.0918,20.85715,z
22.07635,22.00583,u
22.14527,22.00583,g
22.14316,22.00583,r
22.01765,22.00583,i
21.97792,22.00583,z
23.13567,20.53881,u
22.5127,20.53881,g
21.51698,20.53881,r
20.94849,20.53881,i
20.79655,20.53881,z
24.64286,22.59087,u
23.3437,22.59087,g
24.3415,22.59087,r
24.10535,22.59087,i
22.71023,22.59087,z
21.87874,20.79148,u
21.39995,20.79148,g
20.97436,20.79148,r
20.96104,20.79148,i
20.79683,20.79148,z
25.17249,20.21978,u
23.43279,20.21978,g
23.64384,20.21978,r
22.12034,20.21978,i
20.46012,20.21978,z
23.54329,20.8794,u
23.45786,20.8794,g
22.70481,20.8794,r
21.90076,20.8794,i
20.84692,20.8794,z
22.31563,20.15521,u
21.80982,20.15521,g
21.50138,20.15521,r
21.27042,20.15521,i
20.8835,20.15521,z
23.08128,20.86269,u
22.4535,20.86269,g
21.84066,20.86269,r
21.63224,20.86269,i
20.98412,20.86269,z
23.92713,22.67771,u
23.56745,22.67771,g
22.39498,22.67771,r
22.28724,22.67771,i
22.79944,22.67771,z
20.20057,18.82445,u
19.31459,18.82445,g
18.98439,18.82445,r
18.86432,18.82445,i
18.8286,18.82445,z
25.08446,20.75339,u
25.25187,20.75339,g
23.44024,20.75339,r
21.80875,20.75339,i
20.73661,20.75339,z
24.28209,19.69443,u
24.63456,19.69443,g
23.56505,19.69443,r
24.82758,19.69443,i
20.03225,19.69443,z
26.30175,21.32661,u
24.18872,21.32661,g
23.54062,21.32661,r
22.18093,21.32661,i
21.35925,21.32661,z
24.635,21.19539,u
24.34223,21.19539,g
24.16426,21.19539,r
22.44611,21.19539,i
21.53411,21.19539,z
23.81642,18.77271,u
21.67629,18.77271,g
20.18594,18.77271,r
19.2924,18.77271,i
18.77684,18.77271,z
24.43296,20.98477,u
25.19045,20.98477,g
22.73785,20.98477,r
21.88085,20.98477,i
21.19651,20.98477,z
23.77362,22.64981,u
23.7175,22.64981,g
23.42546,22.64981,r
23.90792,22.64981,i
22.55913,22.64981,z
23.553,21.84049,u
23.79726,21.84049,g
23.45258,21.84049,r
22.25606,21.84049,i
22.7149,21.84049,z
23.03684,18.64995,u
21.25345,18.64995,g
20.00218,18.64995,r
19.47335,18.64995,i
19.18728,18.64995,z
22.85213,22.14409,u
22.88861,22.14409,g
22.19982,22.14409,r
21.87471,22.14409,i
22.22392,22.14409,z
22.06602,16.85787,u
19.48195,16.85787,g
18.0576,16.85787,r
17.27881,16.85787,i
16.86323,16.85787,z
21.76231,21.13116,u
21.09786,21.13116,g
20.92276,21.13116,r
20.92674,21.13116,i
21.17636,21.13116,z
22.75808,20.16039,u
21.92796,20.16039,g
21.39219,20.16039,r
21.07586,20.16039,i
20.61884,20.16039,z
23.12954,20.24735,u
23.22702,20.24735,g
22.79416,20.24735,r
21.97239,20.24735,i
21.04733,20.24735,z
25.07956,23.59909,u
23.74222,23.59909,g
22.90875,23.59909,r
22.76228,23.59909,i
22.69829,23.59909,z
24.49876,21.37755,u
25.50725,21.37755,g
24.15909,21.37755,r
22.2966,21.37755,i
21.57961,21.37755,z
22.53679,20.22174,u
21.99193,20.22174,g
21.64176,20.22174,r
21.27997,20.22174,i
20.82613,20.22174,z
23.12568,20.12512,u
22.94151,20.12512,g
22.40735,20.12512,r
22.28271,20.12512,i
21.47569,20.12512,z
22.07341,19.81946,u
20.94777,19.81946,g
20.26854,19.81946,r
20.05848,19.81946,i
19.81216,19.81946,z
18.05334,15.88048,u
16.68767,15.88048,g
16.17714,15.88048,r
15.96041,15.88048,i
15.88828,15.88048,z
24.03465,18.45028,u
22.19487,18.45028,g
20.68961,18.45028,r
19.261,18.45028,i
18.4354,18.45028,z
25.12542,20.97904,u
25.3502,20.97904,g
22.64712,20.97904,r
21.64826,20.97904,i
21.62147,20.97904,z
22.1231,22.84786,u
24.91355,22.84786,g
24.38787,22.84786,r
25.35722,22.84786,i
22.84424,22.84786,z
23.25796,22.64412,u
23.3007,22.64412,g
22.72593,22.64412,r
22.93515,22.64412,i
22.41037,22.64412,z
24.34106,22.31734,u
23.7309,22.31734,g
22.62906,22.31734,r
22.21408,22.31734,i
22.37941,22.31734,z
21.99702,18.17846,u
20.60226,18.17846,g
19.38196,18.17846,r
19.03855,18.17846,i
18.80519,18.17846,z
23.47257,21.79098,u
24.94631,21.79098,g
23.75508,21.79098,r
22.46286,21.79098,i
21.89133,21.79098,z
22.64794,19.92763,u
22.5423,19.92763,g
21.64205,19.92763,r
21.42366,19.92763,i
20.63931,19.92763,z
23.13367,21.52512,u
23.46347,21.52512,g
23.52207,21.52512,r
22.57765,21.52512,i
22.05511,21.52512,z
23.1492,22.37727,u
23.75938,22.37727,g
22.84243,22.37727,r
22.54025,22.37727,i
22.31252,22.37727,z
25.23171,21.41257,u
23.62352,21.41257,g
23.04753,21.41257,r
22.70655,21.41257,i
21.58035,21.41257,z
25.75444,21.10925,u
22.90634,21.10925,g
21.96598,21.10925,r
21.61707,21.10925,i
21.5486,21.10925,z
24.34705,20.98793,u
24.22153,20.98793,g
22.7978,20.98793,r
22.26967,20.98793,i
21.43904,20.98793,z
24.10479,21.94359,u
23.42628,21.94359,g
22.72581,21.94359,r
21.69165,21.94359,i
21.96296,21.94359,z
24.0258,19.22689,u
22.07309,19.22689,g
21.08801,19.22689,r
21.0372,19.22689,i
20.37711,19.22689,z
24.42406,20.929,u
22.81643,20.929,g
21.97652,20.929,r
21.23363,20.929,i
20.97939,20.929,z
23.34464,21.33812,u
22.54661,21.33812,g
22.11316,21.33812,r
21.77047,21.33812,i
21.35285,21.33812,z
23.38381,20.66388,u
22.76332,20.66388,g
22.16531,20.66388,r
21.6094,20.66388,i
21.80478,20.66388,z
23.89154,20.98808,u
23.44799,20.98808,g
22.81909,20.98808,r
22.51193,20.98808,i
22.60258,20.98808,z
21.78772,16.10295,u
19.53626,16.10295,g
18.22131,16.10295,r
16.77889,16.10295,i
16.10115,16.10295,z
17.35659,14.75028,u
15.69507,14.75028,g
15.09372,14.75028,r
14.88498,14.75028,i
14.73702,14.75028,z
22.73032,16.54505,u
20.88471,16.54505,g
19.32972,16.54505,r
17.56375,16.54505,i
16.55059,16.54505,z
23.83741,18.70674,u
21.02861,18.70674,g
19.69446,18.70674,r
19.09371,18.70674,i
18.70374,18.70674,z
25.46811,20.80003,u
23.94458,20.80003,g
22.8592,20.80003,r
21.69769,20.80003,i
20.95931,20.80003,z
22.83591,21.24286,u
23.17484,21.24286,g
22.82858,21.24286,r
22.42436,21.24286,i
21.85274,21.24286,z
24.53075,19.78839,u
22.34496,19.78839,g
21.08822,19.78839,r
20.30608,19.78839,i
19.7996,19.78839,z
24.37187,21.70151,u
24.00287,21.70151,g
23.60093,21.70151,r
22.18217,21.70151,i
21.65119,21.70151,z
23.60929,21.97545,u
24.60722,21.97545,g
23.0344,21.97545,r
24.03983,21.97545,i
22.37581,21.97545,z
23.20797,21.96931,u
23.60459,21.96931,g
22.46761,21.96931,r
22.74768,21.96931,i
21.95782,21.96931,z
24.62613,22.76195,u
23.12794,22.76195,g
22.99681,22.76195,r
22.54454,22.76195,i
22.8361,22.76195,z
24.15158,21.14872,u
23.21767,21.14872,g
22.04214,21.14872,r
21.56142,21.14872,i
21.12574,21.14872,z
24.80875,22.58973,u
22.70827,22.58973,g
22.2087,22.58973,r
22.16362,22.58973,i
22.2023,22.58973,z
23.79082,19.81229,u
22.61881,19.81229,g
21.18235,19.81229,r
20.40316,19.81229,i
19.85088,19.81229,z
23.75631,23.30923,u
23.12492,23.30923,g
24.7453,23.30923,r
24.10879,23.30923,i
23.41249,23.30923,z
25.00353,20.79327,u
25.02313,20.79327,g
24.98969,20.79327,r
24.30388,20.79327,i
20.82192,20.79327,z
24.7316,21.65769,u
23.14724,21.65769,g
23.27716,21.65769,r
22.29812,21.65769,i
22.0002,21.65769,z
24.512,18.48424,u
21.45773,18.48424,g
20.35858,18.48424,r
19.82159,18.48424,i
19.42713,18.48424,z
24.36566,21.43962,u
23.56928,21.43962,g
22.29297,21.43962,r
21.84032,21.43962,i
21.69334,21.43962,z
22.97783,21.50522,u
23.13662,21.50522,g
22.08137,21.50522,r
21.93594,21.50522,i
21.55784,21.50522,z
24.4138,20.75877,u
23.33362,20.75877,g
22.34039,20.75877,r
21.43254,20.75877,i
21.25032,20.75877,z
24.46264,21.35345,u
22.85292,21.35345,g
22.16417,21.35345,r
21.90673,21.35345,i
22.0511,21.35345,z
23.82094,22.16695,u
23.77508,22.16695,g
22.12211,22.16695,r
21.53413,22.16695,i
22.18966,22.16695,z
24.61291,21.74409,u
24.82531,21.74409,g
25.01693,21.74409,r
22.44052,21.74409,i
21.78076,21.74409,z
23.80442,19.77835,u
23.7438,19.77835,g
22.22756,19.77835,r
21.17732,19.77835,i
20.25773,19.77835,z
22.06645,20.10262,u
21.06229,20.10262,g
20.57803,20.10262,r
20.3842,20.10262,i
20.10386,20.10262,z
23.54268,22.05726,u
23.93238,22.05726,g
23.29672,22.05726,r
22.39067,22.05726,i
22.09878,22.05726,z
20.44694,18.08096,u
18.92368,18.08096,g
18.41892,18.08096,r
18.17793,18.08096,i
18.10926,18.08096,z
22.68611,22.13905,u
22.89698,22.13905,g
22.58793,22.13905,r
22.17892,22.13905,i
22.09403,22.13905,z
23.97218,22.13962,u
22.78913,22.13962,g
22.18277,22.13962,r
22.16833,22.13962,i
22.45835,22.13962,z
24.34291,21.32632,u
23.32389,21.32632,g
21.93779,21.32632,r
21.80768,21.32632,i
21.48009,21.32632,z
23.22435,21.3986,u
24.12662,21.3986,g
22.65899,21.3986,r
22.74525,21.3986,i
22.22419,21.3986,z
23.70297,21.0245,u
23.20767,21.0245,g
22.561,21.0245,r
21.68368,21.0245,i
21.06054,21.0245,z
23.33065,20.45948,u
22.68373,20.45948,g
21.71583,20.45948,r
21.5905,20.45948,i
21.26897,20.45948,z
23.92454,22.43357,u
24.69863,22.43357,g
22.92653,22.43357,r
22.08829,22.43357,i
22.50748,22.43357,z
24.27145,21.40513,u
23.6368,21.40513,g
22.82563,21.40513,r
22.14103,21.40513,i
21.57349,21.40513,z
25.68073,20.76353,u
25.08279,20.76353,g
23.2381,20.76353,r
22.15933,20.76353,i
21.6632,20.76353,z
24.15541,19.45889,u
23.41578,19.45889,g
21.89345,19.45889,r
20.93769,19.45889,i
20.64863,19.45889,z
22.62519,18.93802,u
21.37563,18.93802,g
20.26404,18.93802,r
19.75401,18.93802,i
19.31341,18.93802,z
24.67509,20.60011,u
24.15838,20.60011,g
22.56827,20.60011,r
22.14681,20.60011,i
21.22949,20.60011,z
23.76901,21.59718,u
23.3571,21.59718,g
23.02145,21.59718,r
22.33202,21.59718,i
22.05095,21.59718,z
25.02368,21.72002,u
24.21959,21.72002,g
23.96733,21.72002,r
22.68357,21.72002,i
22.32045,21.72002,z
20.75146,19.05906,u
19.64077,19.05906,g
19.28507,19.05906,r
19.11219,19.05906,i
19.0484,19.05906,z
22.04585,20.98558,u
22.37096,20.98558,g
21.64669,20.98558,r
21.44653,20.98558,i
21.52453,20.98558,z
23.01103,22.82698,u
23.55688,22.82698,g
23.63646,22.82698,r
22.54631,22.82698,i
22.90392,22.82698,z
22.25782,21.17342,u
21.98652,21.17342,g
21.90268,21.17342,r
21.51998,21.17342,i
21.25512,21.17342,z
22.37771,19.9276,u
21.94173,19.9276,g
21.25874,19.9276,r
21.04442,19.9276,i
21.26817,19.9276,z
20.49447,16.97457,u
19.4777,16.97457,g
18.7387,16.97457,r
18.35661,16.97457,i
18.05258,16.97457,z
25.26512,21.48145,u
23.30799,21.48145,g
22.35612,21.48145,r
22.12476,21.48145,i
21.48844,21.48145,z
23.6897,20.35365,u
22.68913,20.35365,g
21.67539,20.35365,r
21.14048,20.35365,i
20.61369,20.35365,z
24.87897,21.80906,u
24.18399,21.80906,g
23.43981,21.80906,r
21.58926,21.80906,i
21.76159,21.80906,z
23.99309,20.62761,u
23.90924,20.62761,g
22.29577,20.62761,r
21.61474,20.62761,i
20.91347,20.62761,z
24.85399,21.97795,u
25.0307,21.97795,g
23.87712,21.97795,r
22.43555,21.97795,i
21.97284,21.97795,z
24.9464,19.03825,u
23.20203,19.03825,g
21.39103,19.03825,r
20.30741,19.03825,i
19.83915,19.03825,z
24.46229,22.82275,u
24.11297,22.82275,g
23.5403,22.82275,r
22.02891,22.82275,i
22.78215,22.82275,z
24.70784,21.53908,u
23.65323,21.53908,g
22.70718,21.53908,r
22.00897,21.53908,i
21.4631,21.53908,z
22.99944,19.1533,u
21.57567,19.1533,g
20.47396,19.1533,r
19.94752,19.1533,i
19.6102,19.1533,z
26.52738,20.94313,u
23.15051,20.94313,g
22.37,20.94313,r
21.91862,20.94313,i
21.33707,20.94313,z
24.33432,21.77445,u
24.13273,21.77445,g
23.90118,21.77445,r
22.39602,21.77445,i
22.16467,21.77445,z
24.5817,20.96575,u
26.09222,20.96575,g
22.98462,20.96575,r
22.01958,20.96575,i
21.33017,20.96575,z
23.68898,19.8714,u
22.36769,19.8714,g
21.66306,19.8714,r
21.10686,19.8714,i
20.85082,19.8714,z
22.87231,21.38926,u
22.89038,21.38926,g
22.30802,21.38926,r
22.15225,21.38926,i
21.31687,21.38926,z
22.26277,19.72291,u
21.68455,19.72291,g
20.90557,19.72291,r
20.80647,19.72291,i
20.4375,19.72291,z
25.19688,19.48748,u
25.74916,19.48748,g
25.05468,19.48748,r
24.35435,19.48748,i
20.59973,19.48748,z
23.70407,19.48045,u
23.05516,19.48045,g
21.36475,19.48045,r
20.51523,19.48045,i
20.09517,19.48045,z
24.69603,19.5964,u
21.87318,19.5964,g
20.73321,19.5964,r
20.23708,19.5964,i
19.70781,19.5964,z
22.38241,19.71788,u
21.7144,19.71788,g
20.79177,19.71788,r
20.60329,19.71788,i
20.44859,19.71788,z
24.73027,22.398,u
25.10165,22.398,g
25.18409,22.398,r
22.40804,22.398,i
22.45413,22.398,z
22.88743,22.99277,u
22.7486,22.99277,g
22.91496,22.99277,r
22.63982,22.99277,i
22.9514,22.99277,z
22.78306,21.08234,u
22.50479,21.08234,g
22.04569,21.08234,r
21.85949,21.08234,i
21.71136,21.08234,z
22.1407,18.17756,u
21.37964,18.17756,g
19.92592,18.17756,r
19.37079,18.17756,i
18.92994,18.17756,z
24.70363,18.32298,u
22.09508,18.32298,g
20.60122,18.32298,r
19.97113,18.32298,i
19.43275,18.32298,z
19.42589,17.96903,u
18.39722,17.96903,g
18.07339,17.96903,r
17.98661,17.96903,i
17.96098,17.96903,z
25.14417,21.00678,u
23.92299,21.00678,g
22.47682,21.00678,r
21.37637,21.00678,i
21.00897,21.00678,z
23.61737,22.37046,u
23.27244,22.37046,g
22.68485,22.37046,r
22.33821,22.37046,i
22.3562,22.37046,z
20.57132,18.40764,u
19.30027,18.40764,g
18.72266,18.40764,r
18.55597,18.40764,i
18.40891,18.40764,z
24.2921,22.71432,u
22.61133,22.71432,g
21.87072,22.71432,r
21.61198,22.71432,i
22.47541,22.71432,z
22.47989,21.54107,u
23.39863,21.54107,g
22.87334,21.54107,r
22.10275,21.54107,i
21.77026,21.54107,z
23.26693,22.21611,u
22.43954,22.21611,g
21.97227,22.21611,r
21.86152,22.21611,i
22.03344,22.21611,z
25.3497,20.13317,u
23.20836,20.13317,g
22.05195,20.13317,r
21.5659,20.13317,i
20.75877,20.13317,z
21.40962,17.94119,u
20.69454,17.94119,g
19.82125,17.94119,r
19.39164,17.94119,i
19.13477,17.94119,z
24.63501,20.90736,u
22.18744,20.90736,g
21.54843,20.90736,r
20.84674,20.90736,i
21.27817,20.90736,z
23.70616,22.74955,u
24.80433,22.74955,g
23.88481,22.74955,r
22.5414,22.74955,i
22.81988,22.74955,z
25.99592,20.95218,u
22.96537,20.95218,g
22.81013,20.95218,r
21.96754,20.95218,i
21.26403,20.95218,z
22.50808,20.91139,u
23.04069,20.91139,g
22.49362,20.91139,r
22.43041,20.91139,i
21.53282,20.91139,z
23.1742,22.63544,u
23.35163,22.63544,g
23.89959,22.63544,r
23.86224,22.63544,i
23.12759,22.63544,z
23.29129,22.09967,u
24.2264,22.09967,g
22.86158,22.09967,r
22.88752,22.09967,i
22.15938,22.09967,z
23.58259,22.91638,u
23.35775,22.91638,g
24.30652,22.91638,r
23.4622,22.91638,i
22.92033,22.91638,z
23.82481,21.32869,u
23.39905,21.32869,g
22.18848,21.32869,r
21.76893,21.32869,i
21.43825,21.32869,z
23.80649,21.67998,u
24.05646,21.67998,g
23.19585,21.67998,r
22.33165,21.67998,i
21.673,21.67998,z
26.11432,21.8305,u
23.62549,21.8305,g
22.73023,21.8305,r
22.16138,21.8305,i
22.13346,21.8305,z
24.6512,20.9255,u
23.81318,20.9255,g
22.57619,20.9255,r
21.93343,20.9255,i
20.91009,20.9255,z
22.78893,19.77971,u
21.9523,19.77971,g
21.26958,19.77971,r
20.85496,19.77971,i
20.39687,19.77971,z
23.16535,19.06313,u
22.13243,19.06313,g
21.01106,19.06313,r
20.43008,19.06313,i
19.92796,19.06313,z
24.47877,20.57128,u
23.45701,20.57128,g
21.37863,20.57128,r
20.81828,20.57128,i
20.68152,20.57128,z
23.52779,20.56002,u
22.66161,20.56002,g
21.94168,20.56002,r
21.6136,20.56002,i
21.349,20.56002,z
24.85948,22.14273,u
24.15463,22.14273,g
22.66866,22.14273,r
22.20012,22.14273,i
22.41047,22.14273,z
23.43485,21.6567,u
23.06364,21.6567,g
23.26066,21.6567,r
22.52025,21.6567,i
22.13759,21.6567,z
25.17464,21.31021,u
23.0633,21.31021,g
22.6103,21.31021,r
21.53664,21.31021,i
21.6534,21.31021,z
22.50631,21.42215,u
22.08682,21.42215,g
21.98807,21.42215,r
21.99928,21.42215,i
21.36104,21.42215,z
23.83285,23.22421,u
23.53076,23.22421,g
24.0082,23.22421,r
24.03214,23.22421,i
23.18156,23.22421,z
24.09099,22.36982,u
23.09504,22.36982,g
23.64618,22.36982,r
22.60668,22.36982,i
22.69364,22.36982,z
24.28432,20.95623,u
23.10169,20.95623,g
22.69758,20.95623,r
21.64703,20.95623,i
21.01541,20.95623,z
24.2065,19.67858,u
22.84357,19.67858,g
21.67768,19.67858,r
21.3441,19.67858,i
20.39214,19.67858,z
22.28821,22.48557,u
24.63156,22.48557,g
25.13604,22.48557,r
23.24846,22.48557,i
22.56993,22.48557,z
20.70589,19.40051,u
19.8298,19.40051,g
19.47613,19.40051,r
19.40005,19.40051,i
19.39293,19.40051,z
22.79913,21.3005,u
22.48844,21.3005,g
21.89163,21.3005,r
21.35663,21.3005,i
21.33316,21.3005,z
22.97191,18.88586,u
21.81628,18.88586,g
20.4331,18.88586,r
19.40736,18.88586,i
18.89331,18.88586,z
25.04332,21.18405,u
23.1814,21.18405,g
22.3195,21.18405,r
22.74622,21.18405,i
21.87406,21.18405,z
24.35397,21.90167,u
22.96563,21.90167,g
23.14983,21.90167,r
23.23435,21.90167,i
21.90765,21.90167,z
22.15439,22.91804,u
25.55522,22.91804,g
25.7864,22.91804,r
23.91447,22.91804,i
22.86221,22.91804,z
23.32854,19.98732,u
22.22445,19.98732,g
21.61602,19.98732,r
21.46485,19.98732,i
20.9368,19.98732,z
23.73674,20.70031,u
25.22618,20.70031,g
23.30485,20.70031,r
22.09858,20.70031,i
21.00806,20.70031,z
23.52623,20.65965,u
22.90013,20.65965,g
22.66507,20.65965,r
22.00367,20.65965,i
21.41564,20.65965,z
25.27966,20.16462,u
22.9315,20.16462,g
22.1575,20.16462,r
21.08912,20.16462,i
20.87441,20.16462,z
24.75135,20.4932,u
23.95715,20.4932,g
22.77733,20.4932,r
21.42219,20.4932,i
20.81666,20.4932,z
23.51038,23.32817,u
24.34622,23.32817,g
22.78775,23.32817,r
23.13226,23.32817,i
23.33867,23.32817,z
21.6109,18.69115,u
19.78855,18.69115,g
19.02922,18.69115,r
18.81845,18.69115,i
18.6857,18.69115,z
24.84421,22.35316,u
25.64459,22.35316,g
25.10636,22.35316,r
22.5261,22.35316,i
22.22127,22.35316,z
23.60367,21.01315,u
22.8824,21.01315,g
22.12607,21.01315,r
21.73248,21.01315,i
21.56834,21.01315,z
22.80736,15.82808,u
20.32154,15.82808,g
18.76478,15.82808,r
16.92489,15.82808,i
15.8764,15.82808,z
21.56886,17.53817,u
19.43514,17.53817,g
18.27148,17.53817,r
17.80843,17.53817,i
17.53949,17.53817,z
24.28336,21.08252,u
23.36662,21.08252,g
23.61128,21.08252,r
22.36247,21.08252,i
21.762,21.08252,z
23.32677,23.05331,u
24.86145,23.05331,g
22.70939,23.05331,r
24.77261,23.05331,i
23.01126,23.05331,z
23.33231,20.32193,u
21.5652,20.32193,g
20.70989,20.32193,r
20.40334,20.32193,i
20.30024,20.32193,z
22.07626,21.08764,u
24.99277,21.08764,g
23.76194,21.08764,r
22.26764,21.08764,i
21.21425,21.08764,z
23.2897,17.75739,u
21.35126,17.75739,g
19.80556,17.75739,r
19.26214,17.75739,i
18.9033,17.75739,z
23.88713,18.30707,u
21.36537,18.30707,g
19.87399,18.30707,r
19.46672,18.30707,i
19.01159,18.30707,z
26.30679,21.0859,u
23.49825,21.0859,g
22.87104,21.0859,r
22.06538,21.0859,i
21.50759,21.0859,z
23.3962,21.43037,u
23.83083,21.43037,g
22.82737,21.43037,r
22.3706,21.43037,i
21.81149,21.43037,z
24.35356,20.99723,u
24.08702,20.99723,g
22.16551,20.99723,r
21.43948,20.99723,i
20.97021,20.99723,z
24.22186,21.58508,u
24.41565,21.58508,g
22.75981,21.58508,r
22.24177,21.58508,i
22.33571,21.58508,z
22.90315,22.82907,u
22.84578,22.82907,g
21.68455,22.82907,r
24.36144,22.82907,i
22.79495,22.82907,z
23.63129,21.41551,u
23.6656,21.41551,g
22.95157,21.41551,r
22.88331,21.41551,i
21.48486,21.41551,z
24.48377,21.16265,u
23.67895,21.16265,g
22.18032,21.16265,r
21.32601,21.16265,i
21.37189,21.16265,z
24.88997,23.08846,u
24.78951,23.08846,g
23.00624,23.08846,r
22.75504,23.08846,i
23.08224,23.08846,z
22.87304,21.16555,u
23.1678,21.16555,g
23.02384,21.16555,r
22.81802,21.16555,i
21.5059,21.16555,z
25.43066,23.16014,u
23.63158,23.16014,g
22.62086,23.16014,r
22.85427,23.16014,i
23.0449,23.16014,z
23.36566,21.7902,u
22.93508,21.7902,g
22.11699,21.7902,r
21.79142,21.7902,i
21.91989,21.7902,z
24.35645,21.53593,u
23.82239,21.53593,g
23.37342,21.53593,r
22.01757,21.53593,i
22.10303,21.53593,z
24.63249,24.69112,u
23.58087,24.69112,g
24.18394,24.69112,r
23.92373,24.69112,i
24.17041,24.69112,z
24.44975,21.44038,u
23.30892,21.44038,g
21.86044,21.44038,r
21.47036,21.44038,i
21.61844,21.44038,z
24.26598,21.04155,u
24.30467,21.04155,g
22.9066,21.04155,r
22.94176,21.04155,i
21.56554,21.04155,z
24.08961,22.04268,u
23.36121,22.04268,g
22.96052,22.04268,r
22.58593,22.04268,i
22.52017,22.04268,z
23.63997,20.9682,u
23.03557,20.9682,g
22.28217,20.9682,r
21.7333,20.9682,i
21.27921,20.9682,z
24.45772,20.87798,u
24.65022,20.87798,g
24.63419,20.87798,r
24.77369,20.87798,i
20.82756,20.87798,z
24.65779,20.78108,u
26.29418,20.78108,g
24.47281,20.78108,r
25.66426,20.78108,i
20.81948,20.78108,z
24.23379,21.17393,u
23.73191,21.17393,g
23.15789,21.17393,r
22.19944,21.17393,i
21.47999,21.17393,z
24.61239,23.84866,u
23.8233,23.84866,g
22.90582,23.84866,r
23.52306,23.84866,i
23.77567,23.84866,z
25.61603,22.83105,u
24.87459,22.83105,g
24.4593,22.83105,r
22.14201,22.83105,i
23.14111,22.83105,z
22.65452,19.02443,u
22.09115,19.02443,g
20.88009,19.02443,r
20.21541,19.02443,i
